RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,Geolocation
NHANES~2009-2010~59~NH003~AGE04~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.5,0.5,,,0.2,1.1,Age,25-44,C1,T4,NH003,Crude,BOC03,AGE04,59,
NHANES~2009-2010~59~NH003~AGE05~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.1,3.1,,,2.1,4.5,Age,45-64,C1,T4,NH003,Crude,BOC03,AGE05,59,
NHANES~2009-2010~59~NH003~AGE06~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),10.6,10.6,,,9.3,12.1,Age,65+,C1,T4,NH003,Crude,BOC03,AGE06,59,
NHANES~2009-2010~59~NH003~AGE07~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.3,4.3,,,3.6,5.2,Age,35+,C1,T4,NH003,Crude,BOC03,AGE07,59,
NHANES~2009-2010~59~NH003~AGE08~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),13.5,13.5,,,10.5,17.2,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,
NHANES~2009-2010~59~NH003~RAC01~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.7,3.7,,,3.0,4.7,Race,Non-Hispanic White,C1,T4,NH003,Crude,BOC04,RAC01,59,
NHANES~2009-2010~59~NH003~RAC01~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.2,3.2,,,2.6,3.8,Race,Non-Hispanic White,C1,T4,NH003,AgeStdz,BOC04,RAC01,59,
NHANES~2009-2010~59~NH003~RAC02~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.0,2.0,,,1.5,2.8,Race,Non-Hispanic Black,C1,T4,NH003,Crude,BOC04,RAC02,59,
NHANES~2009-2010~59~NH003~RAC02~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.2,2.2,,,1.8,2.8,Race,Non-Hispanic Black,C1,T4,NH003,AgeStdz,BOC04,RAC02,59,
NHANES~2009-2010~59~NH003~RAC03~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T4,NH003,Crude,BOC04,RAC03,59,
NHANES~2009-2010~59~NH003~RAC03~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T4,NH003,AgeStdz,BOC04,RAC03,59,
NHANES~2009-2010~59~NH003~RAC04~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C1,T4,NH003,Crude,BOC04,RAC04,59,
NHANES~2009-2010~59~NH003~RAC04~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Hispanic,C1,T4,NH003,AgeStdz,BOC04,RAC04,59,
NHANES~2009-2010~59~NH003~RAC07~Crude,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.2,2.2,,,1.0,4.7,Race,Other,C1,T4,NH003,Crude,BOC04,RAC07,59,
NHANES~2009-2010~59~NH003~RAC07~Age-Standardized,2009-2010,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.8,2.8,,,1.3,5.7,Race,Other,C1,T4,NH003,AgeStdz,BOC04,RAC07,59,
NHANES~2011-2012~59~NH003~OVR01~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.7,2.7,,,2.1,3.5,Overall,Overall,C1,T4,NH003,AgeStdz,BOC01,OVR01,59,
NHANES~2011-2012~59~NH003~OVR01~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.9,2.9,,,2.2,3.9,Overall,Overall,C1,T4,NH003,Crude,BOC01,OVR01,59,
NHANES~2011-2012~59~NH003~GEN01~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.8,3.8,,,2.7,5.4,Gender,Male,C1,T4,NH003,Crude,BOC02,GEN01,59,
NHANES~2011-2012~59~NH003~GEN01~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.7,3.7,,,2.8,4.9,Gender,Male,C1,T4,NH003,AgeStdz,BOC02,GEN01,59,
NHANES~2011-2012~59~NH003~GEN02~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),1.8,1.8,,,1.3,2.6,Gender,Female,C1,T4,NH003,AgeStdz,BOC02,GEN02,59,
NHANES~2011-2012~59~NH003~GEN02~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.1,2.1,,,1.5,2.9,Gender,Female,C1,T4,NH003,Crude,BOC02,GEN02,59,
NHANES~2011-2012~59~NH003~AGE02~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.0,0.0,,,,,Age,20-24,C1,T4,NH003,Crude,BOC03,AGE02,59,
NHANES~2011-2012~59~NH003~AGE04~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.4,0.4,,,0.2,1.1,Age,25-44,C1,T4,NH003,Crude,BOC03,AGE04,59,
NHANES~2011-2012~59~NH003~AGE05~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.2,2.2,,,1.3,3.6,Age,45-64,C1,T4,NH003,Crude,BOC03,AGE05,59,
NHANES~2011-2012~59~NH003~AGE06~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),11.2,11.2,,,8.6,14.3,Age,65+,C1,T4,NH003,Crude,BOC03,AGE06,59,
NHANES~2011-2012~59~NH003~AGE07~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.0,4.0,,,3.1,5.2,Age,35+,C1,T4,NH003,Crude,BOC03,AGE07,59,
NHANES~2011-2012~59~NH003~AGE08~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),14.1,14.1,,,10.7,18.5,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,
NHANES~2011-2012~59~NH003~RAC01~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.8,2.8,,,2.0,3.8,Race,Non-Hispanic White,C1,T4,NH003,AgeStdz,BOC04,RAC01,59,
NHANES~2011-2012~59~NH003~RAC01~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.4,3.4,,,2.4,4.8,Race,Non-Hispanic White,C1,T4,NH003,Crude,BOC04,RAC01,59,
NHANES~2011-2012~59~NH003~RAC02~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.7,1.7,,,1.4,2.2,Race,Non-Hispanic Black,C1,T4,NH003,Crude,BOC04,RAC02,59,
NHANES~2011-2012~59~NH003~RAC02~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),1.9,1.9,,,1.5,2.4,Race,Non-Hispanic Black,C1,T4,NH003,AgeStdz,BOC04,RAC02,59,
NHANES~2011-2012~59~NH003~RAC03~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.8,1.8,,,1.0,3.1,Race,Non-Hispanic Asian,C1,T4,NH003,Crude,BOC04,RAC03,59,
NHANES~2011-2012~59~NH003~RAC03~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.1,2.1,,,1.2,3.4,Race,Non-Hispanic Asian,C1,T4,NH003,AgeStdz,BOC04,RAC03,59,
NHANES~2011-2012~59~NH003~RAC04~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.6,1.6,,,0.9,2.9,Race,Hispanic,C1,T4,NH003,Crude,BOC04,RAC04,59,
NHANES~2011-2012~59~NH003~RAC04~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.3,2.3,,,1.4,3.9,Race,Hispanic,C1,T4,NH003,AgeStdz,BOC04,RAC04,59,
NHANES~2011-2012~59~NH003~RAC07~Age-Standardized,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.9,2.9,,,1.9,4.3,Race,Other,C1,T4,NH003,AgeStdz,BOC04,RAC07,59,
NHANES~2011-2012~59~NH003~RAC07~Crude,2011-2012,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.7,2.7,,,1.8,4.0,Race,Other,C1,T4,NH003,Crude,BOC04,RAC07,59,
NHANES~2013-2014~59~NH003~OVR01~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.3,3.3,,,2.6,4.2,Overall,Overall,C1,T4,NH003,AgeStdz,BOC01,OVR01,59,
NHANES~2013-2014~59~NH003~OVR01~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.7,3.7,,,2.9,4.6,Overall,Overall,C1,T4,NH003,Crude,BOC01,OVR01,59,
NHANES~2013-2014~59~NH003~GEN01~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.6,4.6,,,3.7,5.7,Gender,Male,C1,T4,NH003,Crude,BOC02,GEN01,59,
NHANES~2013-2014~59~NH003~GEN01~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),4.3,4.3,,,3.4,5.3,Gender,Male,C1,T4,NH003,AgeStdz,BOC02,GEN01,59,
NHANES~2013-2014~59~NH003~GEN02~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.9,2.9,,,1.9,4.2,Gender,Female,C1,T4,NH003,Crude,BOC02,GEN02,59,
NHANES~2013-2014~59~NH003~GEN02~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.5,2.5,,,1.7,3.7,Gender,Female,C1,T4,NH003,AgeStdz,BOC02,GEN02,59,
NHANES~2013-2014~59~NH003~AGE02~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.2,0.2,,,0.0,1.5,Age,20-24,C1,T4,NH003,Crude,BOC03,AGE02,59,
NHANES~2013-2014~59~NH003~AGE04~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.4,0.4,,,0.1,1.2,Age,25-44,C1,T4,NH003,Crude,BOC03,AGE04,59,
NHANES~2013-2014~59~NH003~AGE05~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.1,3.1,,,2.1,4.4,Age,45-64,C1,T4,NH003,Crude,BOC03,AGE05,59,
NHANES~2013-2014~59~NH003~AGE06~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),13.0,13.0,,,10.4,16.2,Age,65+,C1,T4,NH003,Crude,BOC03,AGE06,59,
NHANES~2013-2014~59~NH003~AGE07~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.9,4.9,,,3.9,6.2,Age,35+,C1,T4,NH003,Crude,BOC03,AGE07,59,
NHANES~2013-2014~59~NH003~AGE08~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),15.7,15.7,,,12.1,20.2,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,
NHANES~2013-2014~59~NH003~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.6,3.6,,,2.7,4.9,Race,Non-Hispanic White,C1,T4,NH003,AgeStdz,BOC04,RAC01,59,
NHANES~2013-2014~59~NH003~RAC01~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.6,4.6,,,3.5,5.9,Race,Non-Hispanic White,C1,T4,NH003,Crude,BOC04,RAC01,59,
NHANES~2013-2014~59~NH003~RAC02~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.6,2.6,,,2.0,3.3,Race,Non-Hispanic Black,C1,T4,NH003,Crude,BOC04,RAC02,59,
NHANES~2013-2014~59~NH003~RAC02~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.7,2.7,,,2.0,3.5,Race,Non-Hispanic Black,C1,T4,NH003,AgeStdz,BOC04,RAC02,59,
NHANES~2013-2014~59~NH003~RAC03~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.8,1.8,,,1.0,3.2,Race,Non-Hispanic Asian,C1,T4,NH003,Crude,BOC04,RAC03,59,
NHANES~2013-2014~59~NH003~RAC03~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),1.9,1.9,,,1.1,3.1,Race,Non-Hispanic Asian,C1,T4,NH003,AgeStdz,BOC04,RAC03,59,
NHANES~2013-2014~59~NH003~RAC04~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.5,1.5,,,0.9,2.4,Race,Hispanic,C1,T4,NH003,Crude,BOC04,RAC04,59,
NHANES~2013-2014~59~NH003~RAC04~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),1.9,1.9,,,1.3,2.9,Race,Hispanic,C1,T4,NH003,AgeStdz,BOC04,RAC04,59,
NHANES~2013-2014~59~NH003~RAC07~Age-Standardized,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.4,2.4,,,1.2,4.7,Race,Other,C1,T4,NH003,AgeStdz,BOC04,RAC07,59,
NHANES~2013-2014~59~NH003~RAC07~Crude,2013-2014,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.0,2.0,,,0.9,4.2,Race,Other,C1,T4,NH003,Crude,BOC04,RAC07,59,
NHANES~2015-2016~59~NH003~OVR01~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.0,3.0,,,2.6,3.6,Overall,Overall,C1,T4,NH003,AgeStdz,BOC01,OVR01,59,
NHANES~2015-2016~59~NH003~OVR01~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.5,3.5,,,2.8,4.3,Overall,Overall,C1,T4,NH003,Crude,BOC01,OVR01,59,
NHANES~2015-2016~59~NH003~GEN01~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.9,3.9,,,3.2,4.9,Gender,Male,C1,T4,NH003,AgeStdz,BOC02,GEN01,59,
NHANES~2015-2016~59~NH003~GEN01~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.3,4.3,,,3.4,5.5,Gender,Male,C1,T4,NH003,Crude,BOC02,GEN01,59,
NHANES~2015-2016~59~NH003~GEN02~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.7,2.7,,,2.2,3.4,Gender,Female,C1,T4,NH003,Crude,BOC02,GEN02,59,
NHANES~2015-2016~59~NH003~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.3,2.3,,,1.9,2.8,Gender,Female,C1,T4,NH003,AgeStdz,BOC02,GEN02,59,
NHANES~2015-2016~59~NH003~AGE02~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.0,0.0,,,,,Age,20-24,C1,T4,NH003,Crude,BOC03,AGE02,59,
NHANES~2015-2016~59~NH003~AGE04~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),0.3,0.3,,,0.1,0.7,Age,25-44,C1,T4,NH003,Crude,BOC03,AGE04,59,
NHANES~2015-2016~59~NH003~AGE05~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.9,2.9,,,1.9,4.3,Age,45-64,C1,T4,NH003,Crude,BOC03,AGE05,59,
NHANES~2015-2016~59~NH003~AGE06~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),11.7,11.7,,,9.3,14.6,Age,65+,C1,T4,NH003,Crude,BOC03,AGE06,59,
NHANES~2015-2016~59~NH003~AGE07~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.9,4.9,,,4.0,5.9,Age,35+,C1,T4,NH003,Crude,BOC03,AGE07,59,
NHANES~2015-2016~59~NH003~AGE08~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),11.9,11.9,,,9.1,15.4,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,
NHANES~2015-2016~59~NH003~RAC01~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.9,2.9,,,2.3,3.8,Race,Non-Hispanic White,C1,T4,NH003,AgeStdz,BOC04,RAC01,59,
NHANES~2015-2016~59~NH003~RAC01~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),3.9,3.9,,,3.0,5.0,Race,Non-Hispanic White,C1,T4,NH003,Crude,BOC04,RAC01,59,
NHANES~2015-2016~59~NH003~RAC02~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.5,2.5,,,1.9,3.3,Race,Non-Hispanic Black,C1,T4,NH003,Crude,BOC04,RAC02,59,
NHANES~2015-2016~59~NH003~RAC02~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.6,2.6,,,2.0,3.3,Race,Non-Hispanic Black,C1,T4,NH003,AgeStdz,BOC04,RAC02,59,
NHANES~2015-2016~59~NH003~RAC03~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.1,2.1,,,1.2,3.7,Race,Non-Hispanic Asian,C1,T4,NH003,AgeStdz,BOC04,RAC03,59,
NHANES~2015-2016~59~NH003~RAC03~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),2.0,2.0,,,1.1,3.5,Race,Non-Hispanic Asian,C1,T4,NH003,Crude,BOC04,RAC03,59,
NHANES~2015-2016~59~NH003~RAC04~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),2.7,2.7,,,2.2,3.5,Race,Hispanic,C1,T4,NH003,AgeStdz,BOC04,RAC04,59,
NHANES~2015-2016~59~NH003~RAC04~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.9,1.9,,,1.3,2.7,Race,Hispanic,C1,T4,NH003,Crude,BOC04,RAC04,59,
NHANES~2015-2016~59~NH003~RAC07~Crude,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.8,4.8,,,2.8,7.9,Race,Other,C1,T4,NH003,Crude,BOC04,RAC07,59,
NHANES~2015-2016~59~NH003~RAC07~Age-Standardized,2015-2016,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),4.8,4.8,,,3.1,7.3,Race,Other,C1,T4,NH003,AgeStdz,BOC04,RAC07,59,
NHANES~2017-2018~59~NH003~OVR01~Crude,2017-2018,US,United States,NHANES,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.2,4.2,,,3.2,5.6,Overall,Overall,C1,T4,NH003,Crude,BOC01,OVR01,59,
